trabajador_id,nombre,fecha_nacimiento,pasaporte,nombre_compania,codigo_compania,licencia_actual_id,vuelo_id,rol
24,Eric Phelps,01-10-1994,B96464671,LATAM CARGO,UCA,35,104,Piloto
8,Jason Edwards,09-02-1975,J22810925,LACSA,LRC,45,80,Copiloto
9,John Ross,16-03-1979,F40422038,QANTAS,QAF,29,126,Piloto
8,Jason Edwards,09-02-1975,J22810925,LATAM ARGENTINA,LAM,45,67,Piloto
17,Laura Ward,23-01-1981,I74549867,LATAM INTER,LAT,28,79,Piloto
21,Kimberly Brown,02-09-1999,H50641909,IBERIA,IBE,51,56,Copiloto
8,Jason Edwards,09-02-1975,J22810925,ETHOPIAN AIRLINES,ETA,45,55,Copiloto
32,Darrell Henderson,14-03-1975,I87476188,LATAM CARGO,UCA,,147,Paramedico
22,Rodney Wilson,18-10-1973,R08362516,EASTERN AIRLINES,EAL,,139,Tripulante de Cabina
50,Adam Herrera,04-12-1976,Y37241205,UNITED,UAN,,33,Paramedico
25,Danny Pratt,31-10-1998,E10934506,BRITISH,BTA,47,94,Copiloto
0,Jessica Harvey,08-04-1996,L89163667,IBERIA,IBE,37,23,Copiloto
9,John Ross,16-03-1979,F40422038,QANTAS,QAF,29,5,Piloto
59,Jacob Duran,25-02-1988,A85793465,ALITALIA,AZI,48,65,Piloto
23,Latasha Nelson,09-05-1986,V51246373,MARTINAIR HOLLAND,MPH,49,122,Piloto
21,Kimberly Brown,02-09-1999,H50641909,KALITTA AIR,KAI,51,32,Copiloto
51,Kristina Gilmore,13-12-1985,B29047250,KALITTA AIR,KAI,,139,Tripulante de Cabina
5,Miguel Oliver,27-08-1992,E21376006,KALITTA AIR,KAI,,40,Tripulante de Cabina
25,Danny Pratt,31-10-1998,E10934506,AEROVIAS DAP (centro/norte),ADC,47,37,Piloto
56,Isaiah Riley,18-09-1986,W12727804,BRITISH,BTA,,111,Tripulante de Cabina
8,Jason Edwards,09-02-1975,J22810925,LATAM CARGO,UCA,15,80,Copiloto
59,Jacob Duran,25-02-1988,A85793465,LATAM ARGENTINA,LAM,17,15,Copiloto
19,Desiree Williams,19-03-1993,Z32250364,ETHOPIAN AIRLINES,ETA,,114,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,EASTERN AIRLINES,EAL,48,48,Piloto
59,Jacob Duran,25-02-1988,A85793465,OCEANAIR,COG,48,126,Copiloto
22,Rodney Wilson,18-10-1973,R08362516,LACSA,LRC,,131,Tripulante de Cabina
8,Jason Edwards,09-02-1975,J22810925,IBERIA,IBE,45,55,Copiloto
59,Jacob Duran,25-02-1988,A85793465,QANTAS,QAF,48,74,Piloto
56,Isaiah Riley,18-09-1986,W12727804,UNITED,UAN,,0,Tripulante de Cabina
17,Laura Ward,23-01-1981,I74549867,ETHOPIAN AIRLINES,ETA,28,89,Copiloto
59,Jacob Duran,25-02-1988,A85793465,OCEANAIR,COG,17,9,Copiloto
39,Patricia Norris,08-12-1974,Y69764268,QANTAS,QAF,,15,Tripulante de Cabina
42,Deborah Martinez,03-02-1987,G18065401,LACSA,LRC,,137,Tripulante de Cabina
37,Joe Cabrera,13-08-1994,O98651462,OCEANAIR,COG,25,79,Copiloto
15,Matthew Walsh,20-09-1993,S26547035,LACSA,LRC,12,46,Piloto
15,Matthew Walsh,20-09-1993,S26547035,LATAM INTER,LAT,46,88,Piloto
13,Bradley Glenn,17-10-1975,U87751971,LATAM CARGO,UCA,,107,Tripulante de Cabina
46,Heather Arnold,10-01-1999,Y81323264,LATAM DOMESTICO,LUD,,6,Tripulante de Cabina
43,Rebecca Valenzuela,18-08-1971,G17571521,BRITISH,BTA,,4,Paramedico
25,Danny Pratt,31-10-1998,E10934506,LATAM CARGO,UCA,47,91,Piloto
40,Brian Berry,22-12-1998,N92528667,NO_COMPANY,NCY,,97,Paramedico
25,Danny Pratt,31-10-1998,E10934506,LATAM CARGO,UCA,47,112,Copiloto
59,Jacob Duran,25-02-1988,A85793465,ALITALIA,AZI,17,48,Piloto
56,Isaiah Riley,18-09-1986,W12727804,IBERIA,IBE,,115,Tripulante de Cabina
58,Samuel Jimenez,07-01-1984,B79815379,BRITISH,BTA,,23,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,EASTERN AIRLINES,EAL,48,117,Copiloto
59,Jacob Duran,25-02-1988,A85793465,NO_COMPANY,NCY,17,3,Copiloto
54,Gene Obrien,02-07-1999,Q49180524,KALITTA AIR,KAI,0,138,Piloto
21,Kimberly Brown,02-09-1999,H50641909,OCEANAIR,COG,22,124,Copiloto
32,Darrell Henderson,14-03-1975,I87476188,LATAM INTER,LAT,,132,Paramedico
18,Michael Chavez,28-08-1976,O16330677,ETHOPIAN AIRLINES,ETA,,143,Tripulante de Cabina
34,Ronald Monroe,12-09-1984,C02131672,LATAM ARGENTINA,LAM,2,109,Copiloto
19,Desiree Williams,19-03-1993,Z32250364,MARTINAIR HOLLAND,MPH,,34,Tripulante de Cabina
35,Francisco Rich,21-02-1996,D89562085,OCEANAIR,COG,,46,Paramedico
50,Adam Herrera,04-12-1976,Y37241205,LATAM ECUADOR,XLE,,68,Paramedico
25,Danny Pratt,31-10-1998,E10934506,AEROVIAS DAP (centro/norte),ADC,47,145,Piloto
59,Jacob Duran,25-02-1988,A85793465,OCEANAIR,COG,48,65,Piloto
32,Darrell Henderson,14-03-1975,I87476188,LATAM CARGO,UCA,,42,Paramedico
37,Joe Cabrera,13-08-1994,O98651462,OCEANAIR,COG,25,67,Copiloto
49,Kenneth Brady,06-11-1981,O21522167,UNITED,UAN,,108,Paramedico
8,Jason Edwards,09-02-1975,J22810925,LATAM ARGENTINA,LAM,15,107,Copiloto
26,Elizabeth Jordan,16-09-1974,S70038299,LAW,LAW,,92,Tripulante de Cabina
28,Nicholas Simmons,03-08-1994,W03439988,LATAM DOMESTICO,LUD,,11,Tripulante de Cabina
30,Daniel Callahan,13-09-1987,X88103341,LATAM DOMESTICO,LUD,,125,Paramedico
34,Ronald Monroe,12-09-1984,C02131672,QANTAS,QAF,41,102,Copiloto
19,Desiree Williams,19-03-1993,Z32250364,LATAM DOMESTICO,LUD,,120,Tripulante de Cabina
34,Ronald Monroe,12-09-1984,C02131672,LATAM ARGENTINA,LAM,2,106,Copiloto
24,Eric Phelps,01-10-1994,B96464671,KOREAN AIR,KEA,35,58,Piloto
8,Jason Edwards,09-02-1975,J22810925,ETHOPIAN AIRLINES,ETA,45,132,Copiloto
21,Kimberly Brown,02-09-1999,H50641909,OCEANAIR,COG,22,36,Copiloto
56,Isaiah Riley,18-09-1986,W12727804,UNITED,UAN,,115,Tripulante de Cabina
52,Sara Sims,10-07-1999,F00773862,LAW,LAW,,41,Paramedico
47,Michael Compton,07-01-1980,T63857772,OCEANAIR,COG,,109,Paramedico
19,Desiree Williams,19-03-1993,Z32250364,LATAM ECUADOR,XLE,,114,Tripulante de Cabina
25,Danny Pratt,31-10-1998,E10934506,BRITISH,BTA,47,38,Copiloto
50,Adam Herrera,04-12-1976,Y37241205,BRITISH,BTA,,85,Paramedico
8,Jason Edwards,09-02-1975,J22810925,AEROVIAS DAP (centro/norte),ADC,45,80,Copiloto
40,Brian Berry,22-12-1998,N92528667,ETHOPIAN AIRLINES,ETA,,22,Paramedico
54,Gene Obrien,02-07-1999,Q49180524,ALITALIA,AZI,0,43,Copiloto
59,Jacob Duran,25-02-1988,A85793465,EASTERN AIRLINES,EAL,17,20,Copiloto
59,Jacob Duran,25-02-1988,A85793465,KALITTA AIR,KAI,17,13,Piloto
59,Jacob Duran,25-02-1988,A85793465,KOREAN AIR,KEA,17,74,Piloto
2,Melissa Jimenez,18-12-1998,W08204144,BRITISH,BTA,,138,Tripulante de Cabina
21,Kimberly Brown,02-09-1999,H50641909,IBERIA,IBE,22,139,Copiloto
11,David Tran,07-08-1975,B62958600,LATAM DOMESTICO,LUD,,6,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,LAW,LAW,17,117,Copiloto
40,Brian Berry,22-12-1998,N92528667,ETHOPIAN AIRLINES,ETA,,122,Paramedico
16,Tracey Harris,05-06-1978,C97271665,ETHOPIAN AIRLINES,ETA,,84,Tripulante de Cabina
54,Gene Obrien,02-07-1999,Q49180524,KOREAN AIR,KEA,0,75,Piloto
7,Curtis Gutierrez,14-03-1974,Q46419538,BRITISH,BTA,7,8,Piloto
34,Ronald Monroe,12-09-1984,C02131672,UNITED,UAN,2,47,Piloto
31,Linda Warren,13-03-1975,L01109034,AEROVIAS DAP (centro/norte),ADC,50,17,Copiloto
11,David Tran,07-08-1975,B62958600,NO_COMPANY,NCY,,6,Tripulante de Cabina
25,Danny Pratt,31-10-1998,E10934506,AEROVIAS DAP (centro/norte),ADC,47,29,Piloto
59,Jacob Duran,25-02-1988,A85793465,OCEANAIR,COG,48,111,Piloto
2,Melissa Jimenez,18-12-1998,W08204144,LATAM DOMESTICO,LUD,,68,Tripulante de Cabina
31,Linda Warren,13-03-1975,L01109034,LATAM ECUADOR,XLE,50,14,Copiloto
54,Gene Obrien,02-07-1999,Q49180524,ALITALIA,AZI,0,11,Copiloto
5,Miguel Oliver,27-08-1992,E21376006,ALITALIA,AZI,,121,Tripulante de Cabina
20,James Singleton,12-08-1977,U46471214,LATAM ARGENTINA,LAM,,130,Paramedico
15,Matthew Walsh,20-09-1993,S26547035,LACSA,LRC,46,130,Piloto
53,Patricia Alvarado,01-08-1983,P27318304,AEROVIAS DAP (centro/norte),ADC,,91,Paramedico
11,David Tran,07-08-1975,B62958600,LATAM DOMESTICO,LUD,,57,Tripulante de Cabina
34,Ronald Monroe,12-09-1984,C02131672,LATAM ARGENTINA,LAM,2,89,Piloto
15,Matthew Walsh,20-09-1993,S26547035,LACSA,LRC,12,44,Piloto
59,Jacob Duran,25-02-1988,A85793465,QANTAS,QAF,17,66,Piloto
54,Gene Obrien,02-07-1999,Q49180524,KALITTA AIR,KAI,0,43,Copiloto
59,Jacob Duran,25-02-1988,A85793465,OCEANAIR,COG,48,98,Piloto
19,Desiree Williams,19-03-1993,Z32250364,AEROVIAS DAP (centro/norte),ADC,,6,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,LATAM ARGENTINA,LAM,17,9,Copiloto
35,Francisco Rich,21-02-1996,D89562085,IBERIA,IBE,,36,Paramedico
51,Kristina Gilmore,13-12-1985,B29047250,KALITTA AIR,KAI,,23,Tripulante de Cabina
35,Francisco Rich,21-02-1996,D89562085,IBERIA,IBE,,126,Paramedico
20,James Singleton,12-08-1977,U46471214,LATAM ARGENTINA,LAM,,66,Paramedico
8,Jason Edwards,09-02-1975,J22810925,LATAM CARGO,UCA,45,109,Piloto
15,Matthew Walsh,20-09-1993,S26547035,LATAM INTER,LAT,12,44,Piloto
15,Matthew Walsh,20-09-1993,S26547035,IBERIA,IBE,12,130,Piloto
21,Kimberly Brown,02-09-1999,H50641909,IBERIA,IBE,22,98,Copiloto
30,Daniel Callahan,13-09-1987,X88103341,LATAM ECUADOR,XLE,,58,Paramedico
21,Kimberly Brown,02-09-1999,H50641909,OCEANAIR,COG,22,133,Piloto
22,Rodney Wilson,18-10-1973,R08362516,EASTERN AIRLINES,EAL,,0,Tripulante de Cabina
49,Kenneth Brady,06-11-1981,O21522167,KALITTA AIR,KAI,,50,Paramedico
0,Jessica Harvey,08-04-1996,L89163667,LACSA,LRC,37,143,Copiloto
59,Jacob Duran,25-02-1988,A85793465,QANTAS,QAF,17,126,Copiloto
59,Jacob Duran,25-02-1988,A85793465,BRITISH,BTA,48,13,Piloto
58,Samuel Jimenez,07-01-1984,B79815379,BRITISH,BTA,,119,Tripulante de Cabina
52,Sara Sims,10-07-1999,F00773862,LAW,LAW,,12,Paramedico
22,Rodney Wilson,18-10-1973,R08362516,LATAM ARGENTINA,LAM,,36,Tripulante de Cabina
8,Jason Edwards,09-02-1975,J22810925,IBERIA,IBE,15,12,Piloto
22,Rodney Wilson,18-10-1973,R08362516,LATAM ARGENTINA,LAM,,73,Tripulante de Cabina
8,Jason Edwards,09-02-1975,J22810925,LACSA,LRC,15,6,Copiloto
8,Jason Edwards,09-02-1975,J22810925,IBERIA,IBE,45,107,Copiloto
27,Steven Hernandez,18-11-1997,Z48029074,NO_COMPANY,NCY,,57,Paramedico
28,Nicholas Simmons,03-08-1994,W03439988,LATAM INTER,LAT,,26,Tripulante de Cabina
12,Ronnie Moore,12-01-1997,L28170812,LAW,LAW,,119,Tripulante de Cabina
58,Samuel Jimenez,07-01-1984,B79815379,LACSA,LRC,,65,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,NO_COMPANY,NCY,17,53,Piloto
35,Francisco Rich,21-02-1996,D89562085,QANTAS,QAF,,46,Paramedico
58,Samuel Jimenez,07-01-1984,B79815379,UNITED,UAN,,5,Tripulante de Cabina
8,Jason Edwards,09-02-1975,J22810925,LATAM ECUADOR,XLE,15,45,Piloto
11,David Tran,07-08-1975,B62958600,LATAM DOMESTICO,LUD,,11,Tripulante de Cabina
2,Melissa Jimenez,18-12-1998,W08204144,BRITISH,BTA,,124,Tripulante de Cabina
58,Samuel Jimenez,07-01-1984,B79815379,AEROVIAS DAP (centro/norte),ADC,,17,Tripulante de Cabina
48,Alex Walsh,12-12-1985,W59287703,ALITALIA,AZI,,59,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,EASTERN AIRLINES,EAL,,110,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,OCEANAIR,COG,48,101,Copiloto
43,Rebecca Valenzuela,18-08-1971,G17571521,AEROVIAS DAP (centro/norte),ADC,,80,Paramedico
10,Alex Deleon,03-10-1979,A35692355,IBERIA,IBE,11,12,Copiloto
56,Isaiah Riley,18-09-1986,W12727804,UNITED,UAN,,38,Tripulante de Cabina
37,Joe Cabrera,13-08-1994,O98651462,QANTAS,QAF,25,129,Piloto
2,Melissa Jimenez,18-12-1998,W08204144,IBERIA,IBE,,4,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,UNITED,UAN,,131,Tripulante de Cabina
21,Kimberly Brown,02-09-1999,H50641909,IBERIA,IBE,51,136,Piloto
34,Ronald Monroe,12-09-1984,C02131672,QANTAS,QAF,41,34,Piloto
22,Rodney Wilson,18-10-1973,R08362516,ALITALIA,AZI,,137,Tripulante de Cabina
25,Danny Pratt,31-10-1998,E10934506,LATAM ECUADOR,XLE,36,127,Copiloto
40,Brian Berry,22-12-1998,N92528667,NO_COMPANY,NCY,,83,Paramedico
23,Latasha Nelson,09-05-1986,V51246373,LAW,LAW,49,26,Piloto
9,John Ross,16-03-1979,F40422038,BRITISH,BTA,29,126,Piloto
2,Melissa Jimenez,18-12-1998,W08204144,KALITTA AIR,KAI,,9,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,OCEANAIR,COG,17,59,Copiloto
7,Curtis Gutierrez,14-03-1974,Q46419538,NO_COMPANY,NCY,7,141,Piloto
53,Patricia Alvarado,01-08-1983,P27318304,KALITTA AIR,KAI,,133,Paramedico
37,Joe Cabrera,13-08-1994,O98651462,QANTAS,QAF,25,18,Piloto
59,Jacob Duran,25-02-1988,A85793465,EASTERN AIRLINES,EAL,48,65,Piloto
8,Jason Edwards,09-02-1975,J22810925,LATAM CARGO,UCA,15,60,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LATAM INTER,LAT,15,56,Piloto
50,Adam Herrera,04-12-1976,Y37241205,LATAM ECUADOR,XLE,,95,Paramedico
49,Kenneth Brady,06-11-1981,O21522167,UNITED,UAN,,138,Paramedico
40,Brian Berry,22-12-1998,N92528667,LATAM INTER,LAT,,11,Paramedico
8,Jason Edwards,09-02-1975,J22810925,LATAM DOMESTICO,LUD,45,60,Copiloto
38,Gabriel Palmer,18-08-1981,O88716397,LATAM DOMESTICO,LUD,31,45,Copiloto
11,David Tran,07-08-1975,B62958600,NO_COMPANY,NCY,,57,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,UNITED,UAN,,89,Tripulante de Cabina
15,Matthew Walsh,20-09-1993,S26547035,LATAM ARGENTINA,LAM,12,131,Copiloto
59,Jacob Duran,25-02-1988,A85793465,LAW,LAW,17,39,Piloto
25,Danny Pratt,31-10-1998,E10934506,EASTERN AIRLINES,EAL,47,58,Copiloto
59,Jacob Duran,25-02-1988,A85793465,KOREAN AIR,KEA,48,129,Copiloto
56,Isaiah Riley,18-09-1986,W12727804,KALITTA AIR,KAI,,46,Tripulante de Cabina
18,Michael Chavez,28-08-1976,O16330677,LATAM CARGO,UCA,,145,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,QANTAS,QAF,48,13,Piloto
56,Isaiah Riley,18-09-1986,W12727804,OCEANAIR,COG,,108,Tripulante de Cabina
19,Desiree Williams,19-03-1993,Z32250364,LATAM ECUADOR,XLE,,121,Tripulante de Cabina
15,Matthew Walsh,20-09-1993,S26547035,IBERIA,IBE,12,88,Piloto
9,John Ross,16-03-1979,F40422038,MARTINAIR HOLLAND,MPH,29,5,Piloto
8,Jason Edwards,09-02-1975,J22810925,ETHOPIAN AIRLINES,ETA,45,120,Piloto
25,Danny Pratt,31-10-1998,E10934506,LATAM CARGO,UCA,36,91,Piloto
59,Jacob Duran,25-02-1988,A85793465,EASTERN AIRLINES,EAL,17,51,Piloto
21,Kimberly Brown,02-09-1999,H50641909,IBERIA,IBE,22,84,Copiloto
7,Curtis Gutierrez,14-03-1974,Q46419538,ALITALIA,AZI,7,71,Copiloto
28,Nicholas Simmons,03-08-1994,W03439988,LAW,LAW,,30,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,BRITISH,BTA,48,140,Copiloto
28,Nicholas Simmons,03-08-1994,W03439988,LATAM DOMESTICO,LUD,,88,Tripulante de Cabina
50,Adam Herrera,04-12-1976,Y37241205,LATAM ECUADOR,XLE,,2,Paramedico
17,Laura Ward,23-01-1981,I74549867,ETHOPIAN AIRLINES,ETA,28,114,Piloto
25,Danny Pratt,31-10-1998,E10934506,AEROVIAS DAP (centro/norte),ADC,36,147,Copiloto
59,Jacob Duran,25-02-1988,A85793465,NO_COMPANY,NCY,17,101,Copiloto
59,Jacob Duran,25-02-1988,A85793465,EASTERN AIRLINES,EAL,48,13,Piloto
8,Jason Edwards,09-02-1975,J22810925,AEROVIAS DAP (centro/norte),ADC,45,120,Piloto
25,Danny Pratt,31-10-1998,E10934506,AEROVIAS DAP (centro/norte),ADC,47,38,Copiloto
37,Joe Cabrera,13-08-1994,O98651462,KOREAN AIR,KEA,25,27,Copiloto
51,Kristina Gilmore,13-12-1985,B29047250,LAW,LAW,,138,Tripulante de Cabina
24,Eric Phelps,01-10-1994,B96464671,KOREAN AIR,KEA,35,7,Copiloto
21,Kimberly Brown,02-09-1999,H50641909,IBERIA,IBE,51,36,Copiloto
8,Jason Edwards,09-02-1975,J22810925,MARTINAIR HOLLAND,MPH,45,45,Piloto
0,Jessica Harvey,08-04-1996,L89163667,IBERIA,IBE,37,59,Piloto
59,Jacob Duran,25-02-1988,A85793465,LATAM ARGENTINA,LAM,48,20,Copiloto
24,Eric Phelps,01-10-1994,B96464671,LATAM ECUADOR,XLE,35,7,Copiloto
28,Nicholas Simmons,03-08-1994,W03439988,LATAM INTER,LAT,,97,Tripulante de Cabina
47,Michael Compton,07-01-1980,T63857772,EASTERN AIRLINES,EAL,,111,Paramedico
34,Ronald Monroe,12-09-1984,C02131672,OCEANAIR,COG,41,108,Copiloto
59,Jacob Duran,25-02-1988,A85793465,ALITALIA,AZI,48,20,Copiloto
34,Ronald Monroe,12-09-1984,C02131672,ALITALIA,AZI,41,30,Copiloto
25,Danny Pratt,31-10-1998,E10934506,KALITTA AIR,KAI,36,139,Piloto
56,Isaiah Riley,18-09-1986,W12727804,IBERIA,IBE,,98,Tripulante de Cabina
8,Jason Edwards,09-02-1975,J22810925,LATAM ECUADOR,XLE,15,109,Piloto
59,Jacob Duran,25-02-1988,A85793465,NO_COMPANY,NCY,48,51,Piloto
0,Jessica Harvey,08-04-1996,L89163667,IBERIA,IBE,37,60,Piloto
25,Danny Pratt,31-10-1998,E10934506,LATAM CARGO,UCA,47,141,Copiloto
46,Heather Arnold,10-01-1999,Y81323264,UNITED,UAN,,121,Tripulante de Cabina
34,Ronald Monroe,12-09-1984,C02131672,OCEANAIR,COG,41,89,Piloto
14,Ronnie Macias,12-02-1988,J06543685,LATAM DOMESTICO,LUD,,91,Tripulante de Cabina
21,Kimberly Brown,02-09-1999,H50641909,KALITTA AIR,KAI,51,84,Copiloto
56,Isaiah Riley,18-09-1986,W12727804,UNITED,UAN,,1,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,UNITED,UAN,48,123,Copiloto
52,Sara Sims,10-07-1999,F00773862,LAW,LAW,,18,Paramedico
25,Danny Pratt,31-10-1998,E10934506,AEROVIAS DAP (centro/norte),ADC,36,8,Copiloto
34,Ronald Monroe,12-09-1984,C02131672,UNITED,UAN,2,108,Copiloto
56,Isaiah Riley,18-09-1986,W12727804,OCEANAIR,COG,,89,Tripulante de Cabina
40,Brian Berry,22-12-1998,N92528667,LATAM INTER,LAT,,82,Paramedico
21,Kimberly Brown,02-09-1999,H50641909,OCEANAIR,COG,22,43,Piloto
50,Adam Herrera,04-12-1976,Y37241205,LATAM ECUADOR,XLE,,5,Paramedico
59,Jacob Duran,25-02-1988,A85793465,UNITED,UAN,48,111,Piloto
8,Jason Edwards,09-02-1975,J22810925,AEROVIAS DAP (centro/norte),ADC,45,100,Copiloto
20,James Singleton,12-08-1977,U46471214,KOREAN AIR,KEA,,44,Paramedico
59,Jacob Duran,25-02-1988,A85793465,LAW,LAW,17,48,Piloto
21,Kimberly Brown,02-09-1999,H50641909,OCEANAIR,COG,51,115,Piloto
31,Linda Warren,13-03-1975,L01109034,AEROVIAS DAP (centro/norte),ADC,50,18,Copiloto
25,Danny Pratt,31-10-1998,E10934506,LATAM ECUADOR,XLE,47,91,Piloto
23,Latasha Nelson,09-05-1986,V51246373,LAW,LAW,49,14,Piloto
25,Danny Pratt,31-10-1998,E10934506,EASTERN AIRLINES,EAL,47,119,Copiloto
59,Jacob Duran,25-02-1988,A85793465,ALITALIA,AZI,48,35,Copiloto
59,Jacob Duran,25-02-1988,A85793465,ALITALIA,AZI,48,51,Piloto
25,Danny Pratt,31-10-1998,E10934506,LATAM ECUADOR,XLE,47,138,Copiloto
59,Jacob Duran,25-02-1988,A85793465,UNITED,UAN,48,99,Copiloto
37,Joe Cabrera,13-08-1994,O98651462,BRITISH,BTA,25,27,Copiloto
52,Sara Sims,10-07-1999,F00773862,KALITTA AIR,KAI,,26,Paramedico
56,Isaiah Riley,18-09-1986,W12727804,OCEANAIR,COG,,46,Tripulante de Cabina
12,Ronnie Moore,12-01-1997,L28170812,KOREAN AIR,KEA,,20,Tripulante de Cabina
5,Miguel Oliver,27-08-1992,E21376006,UNITED,UAN,,38,Tripulante de Cabina
7,Curtis Gutierrez,14-03-1974,Q46419538,ALITALIA,AZI,7,54,Copiloto
56,Isaiah Riley,18-09-1986,W12727804,IBERIA,IBE,,36,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,KOREAN AIR,KEA,17,20,Copiloto
37,Joe Cabrera,13-08-1994,O98651462,LAW,LAW,25,3,Piloto
58,Samuel Jimenez,07-01-1984,B79815379,AEROVIAS DAP (centro/norte),ADC,,65,Tripulante de Cabina
32,Darrell Henderson,14-03-1975,I87476188,LATAM INTER,LAT,,67,Paramedico
45,Jill Haas,10-04-1986,U50608611,EASTERN AIRLINES,EAL,,52,Paramedico
34,Ronald Monroe,12-09-1984,C02131672,OCEANAIR,COG,2,34,Piloto
37,Joe Cabrera,13-08-1994,O98651462,LAW,LAW,25,18,Piloto
16,Tracey Harris,05-06-1978,C97271665,ETHOPIAN AIRLINES,ETA,,76,Tripulante de Cabina
18,Michael Chavez,28-08-1976,O16330677,LATAM CARGO,UCA,,128,Tripulante de Cabina
58,Samuel Jimenez,07-01-1984,B79815379,BRITISH,BTA,,1,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,LATAM ARGENTINA,LAM,,0,Tripulante de Cabina
39,Patricia Norris,08-12-1974,Y69764268,AEROVIAS DAP (centro/norte),ADC,,96,Tripulante de Cabina
58,Samuel Jimenez,07-01-1984,B79815379,BRITISH,BTA,,44,Tripulante de Cabina
33,Samantha Mora,27-10-1990,P24467352,BRITISH,BTA,,42,Tripulante de Cabina
54,Gene Obrien,02-07-1999,Q49180524,KOREAN AIR,KEA,0,115,Copiloto
22,Rodney Wilson,18-10-1973,R08362516,KALITTA AIR,KAI,,136,Tripulante de Cabina
24,Eric Phelps,01-10-1994,B96464671,IBERIA,IBE,35,25,Copiloto
46,Heather Arnold,10-01-1999,Y81323264,KALITTA AIR,KAI,,34,Tripulante de Cabina
8,Jason Edwards,09-02-1975,J22810925,LATAM INTER,LAT,45,80,Copiloto
22,Rodney Wilson,18-10-1973,R08362516,OCEANAIR,COG,,77,Tripulante de Cabina
8,Jason Edwards,09-02-1975,J22810925,LATAM ARGENTINA,LAM,15,109,Piloto
39,Patricia Norris,08-12-1974,Y69764268,AEROVIAS DAP (centro/norte),ADC,,106,Tripulante de Cabina
50,Adam Herrera,04-12-1976,Y37241205,BRITISH,BTA,,105,Paramedico
21,Kimberly Brown,02-09-1999,H50641909,LATAM ECUADOR,XLE,51,140,Piloto
30,Daniel Callahan,13-09-1987,X88103341,LATAM CARGO,UCA,,121,Paramedico
49,Kenneth Brady,06-11-1981,O21522167,KALITTA AIR,KAI,,108,Paramedico
14,Ronnie Macias,12-02-1988,J06543685,BRITISH,BTA,,81,Tripulante de Cabina
46,Heather Arnold,10-01-1999,Y81323264,LATAM DOMESTICO,LUD,,38,Tripulante de Cabina
40,Brian Berry,22-12-1998,N92528667,NO_COMPANY,NCY,,86,Paramedico
59,Jacob Duran,25-02-1988,A85793465,LAW,LAW,48,39,Piloto
8,Jason Edwards,09-02-1975,J22810925,ETHOPIAN AIRLINES,ETA,45,67,Piloto
59,Jacob Duran,25-02-1988,A85793465,NO_COMPANY,NCY,48,66,Piloto
49,Kenneth Brady,06-11-1981,O21522167,UNITED,UAN,,30,Paramedico
21,Kimberly Brown,02-09-1999,H50641909,OCEANAIR,COG,51,84,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LATAM DOMESTICO,LUD,15,45,Piloto
8,Jason Edwards,09-02-1975,J22810925,MARTINAIR HOLLAND,MPH,45,100,Copiloto
15,Matthew Walsh,20-09-1993,S26547035,LATAM ARGENTINA,LAM,12,77,Copiloto
13,Bradley Glenn,17-10-1975,U87751971,KOREAN AIR,KEA,,146,Tripulante de Cabina
25,Danny Pratt,31-10-1998,E10934506,LATAM CARGO,UCA,47,37,Piloto
28,Nicholas Simmons,03-08-1994,W03439988,LATAM INTER,LAT,,132,Tripulante de Cabina
7,Curtis Gutierrez,14-03-1974,Q46419538,BRITISH,BTA,7,51,Copiloto
15,Matthew Walsh,20-09-1993,S26547035,LATAM INTER,LAT,12,88,Piloto
50,Adam Herrera,04-12-1976,Y37241205,BRITISH,BTA,,2,Paramedico
45,Jill Haas,10-04-1986,U50608611,EASTERN AIRLINES,EAL,,123,Paramedico
59,Jacob Duran,25-02-1988,A85793465,KOREAN AIR,KEA,17,99,Copiloto
21,Kimberly Brown,02-09-1999,H50641909,AEROVIAS DAP (centro/norte),ADC,51,139,Copiloto
8,Jason Edwards,09-02-1975,J22810925,AEROVIAS DAP (centro/norte),ADC,45,12,Piloto
59,Jacob Duran,25-02-1988,A85793465,NO_COMPANY,NCY,17,59,Copiloto
59,Jacob Duran,25-02-1988,A85793465,QANTAS,QAF,48,123,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LATAM DOMESTICO,LUD,45,80,Copiloto
